"","playerID","G","AB","R","H","X2B","X3B","HR","RBI","SB","CS","BB","SO","IBB","HBP","SH","SF","GIDP","W","L","G.1","GS","CG","SHO","SV","IPouts","H.1","ER","HR.1","BB.1","SO.1","BAOpp","ERA","IBB.1","WP","HBP.1","BK","BFP","GF","R.1","SH.1","SF.1","GIDP.1","POS"
"416","oflaher01",25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,26,18,13,1,5,6,0.409,13.5,1,1,2,0,51,3,13,0,0,0,"P"
"417","oflaher01",25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,26,18,13,1,5,6,0.409,13.5,1,1,2,0,51,3,13,0,0,0,"P"
"418","oflaher01",25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,25,0,0,0,0,64,29,14,1,13,15,0.312,5.91,1,0,0,0,108,5,17,2,0,2,"P"
"419","oflaher01",25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,25,0,0,0,0,64,29,14,1,13,15,0.312,5.91,1,0,0,0,108,5,17,2,0,2,"P"
"420","oteroda01",41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,41,0,0,0,0,140,64,35,7,6,28,0.333,6.75,2,1,2,0,204,6,35,1,3,5,"P"
"421","pomerdr01",53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,53,9,0,0,3,258,71,35,8,31,82,0.226,3.66,1,2,3,0,357,9,44,4,5,8,"P"
"422","scribev01",54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,54,0,0,0,0,180,58,29,14,4,64,0.251,4.35,0,2,2,0,238,14,31,0,1,3,"P"
"433","diekmja01",26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,65,13,5,2,7,20,0.169,2.08,0,1,1,0,85,1,5,0,0,3,"P"
"434","diekmja01",26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,65,13,5,2,7,20,0.169,2.08,0,1,1,0,85,1,5,0,0,3,"P"
"435","diekmja01",26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,41,0,0,0,0,110,40,21,3,24,49,0.268,5.15,0,1,2,0,175,6,23,0,0,2,"P"
"436","diekmja01",26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,41,0,0,0,0,110,40,21,3,24,49,0.268,5.15,0,1,2,0,175,6,23,0,0,2,"P"
